;;;TOTAL;Trail La Capitana 250;Sonrisa de Rafa 500;Trail Álora 1000;Sierra Blaca 1000;Sierra Elvira 1000;Sierra Morena 250;Lújar 250;Montellano 500;Dúrcal 500;Ubrique 250;Jubrique 250;Mágina 250;Pinsapo 500;Los Tajos 1000;Ruta agua 1000;Casares 250;Camp Esp Trail 2000;Cam Esp CxM 2000;Alpandeire 250;Zegama 2000;Igualeja 250;La Sagra 1000;Calar alto 250;Coripe 250;Zenete 250;OCC 2000;CCC 2000;Guajares 500;Gador Dalias 500;Benemerita 500;Cazorla Trails 1000;Chamizo 250;Macael 1000;Pamital 250;Almijara 500;Abades 1000;Jarapalos 2000;Faraján 500;;;;;;
ABSOLUTO MASCULINO
594;Manu;Garcia Benitez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
595;Ramon;Sanchez Jimenez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
596;Yohann;Guiomar;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
597;Rafa ;Duran Perez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
598;Pedro;Del Valle;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
599;Nestor;Sanchez Gomez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
600;Alejandro;Sanchez Tevar;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
601;David;Sanchez Sanchez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
602;Miguel;Pavon Martin;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
603;Artemio;Alonso Suco;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
604;Pedro Antonio;Ocaña;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
605;Israel Jesus;Becerra Guerrero;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
606;Francisco Jesus;Segovia Sanchez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
607;Juan Antonio;Duarte Rodriguez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
608;Andres;Medina Prieto;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
609;Jose Manuel;Mena Jimenez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
610;Eulogio ;Moreno Genal;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
611;Jose Antonio;Florido Robledo;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
612;Raul;Gavin Doral;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
613;Victor;Ordoñez Gonzalez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
614;Pablo;Macias Melgar;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
615;Oscar;Muñoz Rivero;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
616;Luis;Suarez Sanchez;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
617;Ludovic;Ducher;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
618;Francisco Javier;Osuna Prieto;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
619;Ignacio;Conde Galdo;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
620;Ramon;Castro Villatoro;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
621;David;Cortes Diaz;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
622;Jose Juan;Cantero Pascual;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
623;Jose Carlos;Perez Ortega;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
624;Carlos;Gonzales outon;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
625;Manuel;Gutierrez Fernandez;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
626;Jose Antonio;Marquez Lavado;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
627;Ignacio;Quesada Molina;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
628;Angel Jesus;Luque Montalban;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
629;Jose Antonio;Valdivia Gallardo;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
630;Juan Carlos ;De La Casa Cano;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
631;Francisco Javier;Fernandez Bedmar;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
632;Francisco;Panal;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
633;Jorge;Facundo Rivero;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
634;Salvador;Garcia Nieto;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
635;David;Pascua Roque;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
636;Francisco Javier;Rosado Moreno;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
637;Antonio;Garrido Diaz;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
638;Rafael;Orozco Martin;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
639;Miguel;Hidalgo Fernandez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
640;Mariano;Lara Galindo;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
641;Jose Maria;Blanco Campaña;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
642;Antonio;Criado Gonzalez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
643;Christian;Gonzalez Iriarte;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
644;Jesus;Romero Lagos;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
645;Samuel;Almagro Atienza;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
646;Daniel;Moreno Guerra;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
647;Carlos Ruben;Ventos Garcia;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
648;Francisco Javier;Vargas Gonzalez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
649;Daniel;Plaza Benitez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
650;Jose Antonio;Doña Garcia;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
651;Juan;Olea Murillo;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
652;Pedro Alonso;Tejero Santana;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
653;Jose Antonio;Plaza Ramirez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
654;David;Baeza Pesquer;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
655;Ruben;Delgado Gil;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
656;Antonio;Guevara Perez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
657;Francisco Javier;Barranco Guerrero;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
658;Juan Antonio;Rodriguez Martin;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
659;Cristobal;Garrido Morales;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
660;Jose Manuel;Manzano Santiago;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
661;Daniel;Vargas Duran;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
662;Juan Miguel;Sanchez Romera;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
663;Joaquin;Martinez Iniesta;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
664;Hector;Magdaleno Sanchez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
665;Antonio;Capel Salazar;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
666;Juan Antonio;Felices Gomez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
667;Andres;Muro Galindo;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
668;Angel;Lopez Vazquez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
669;Daniel;Bueno Hervas;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
670;Daniel;Sanchez Garrido;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
671;Juan Carlos ;Aran Fernandez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
672;Manuel;Hortal Ortiz;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
673;Juan Jose;Sanchez Padilla;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
674;Juan;Valera Lara;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
675;Francisco Javier;Ruiz Perez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
676;Victor;Moya Lopez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
677;Manuel;Martinez Oliva;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
678;Manuel;Martos Perez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
679;Antonio;Perejon Perez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
680;Marce;Orden Losada;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
681;Jose Manuel;Martin Martin;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
682;Juan Eloy;Diaz Guzman;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
683;Alejandro;Guillen Ceballos;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
684;Jose Manuel;Aguirre Cabrera;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
685;Diego;Ventura Minchon;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
686;Gaby;Tineo Fernanez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
687;Manuel Jose;Garcia Salado;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
688;Manuel;Moreno Figueredo;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
689;Angel;Moreno Nuñez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
690;Francisco;Campuzano Izquierdo;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
691;Alfonso Jose;Sequera Falcon;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
692;Antonio;Ortega Rodriguez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
693;Manuel;Alcalde Gamarra;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
694;Miguel;Sanchez Viña;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
695;Raul;Sanchez Arias;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
696;Antonio Manuel;Perez Caraballo;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;
697;David;Moreno Ontiveros;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
698;Manuel;Linares Escudero;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
699;Ladis;Rodriguez Otero;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
700;Jusus;Pulgar Rubio;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
701;Oscar;Navarrete Saavedra;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
702;Eduardo Luis;Perez Claros;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
703;Raul;Garcia Aranega;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
704;Julio;Moreno Bernardo;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
705;Jaime;Padial Perez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
706;Juan ;Martinez Araque;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
707;Andres;Aguilera Garcia;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
708;Jose;Morillas Orden;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
709;Juan;Ruiz Morillas;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
710;Mamerto;Gamboa Cerezo;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
711;Oscar;Moreno Gomez;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
712;Damian;Rivas Salmeron;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
713;Rafael;Guerrero Lucena;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
714;Iban;Moya Marcos;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
715;Jose Luis;Gonzalez Carrion;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
ABSOLUTO FEMENINO
1;Amada;Martinez Arenas;2048;0;0;0;0;600;0;250;0;500;0;0;0;0;300;0;0;0;48;0;0;0;350;0;0;0;0;0;;;;;;;;;;;;;;;;;
2;Monica;Diaz Gavilan;1795;0;0;0;0;750;0;185;0;375;0;0;185;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;;;;;;;;;;;;;;;;;
3;Dorte;Dahl;1770;0;0;350;750;0;0;0;0;0;0;0;0;300;0;0;185;0;0;0;0;0;0;185;0;0;0;0;;;;;;;;;;;;;;;;;
4;Esther;Cordoba;1550;0;0;1000;0;300;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
5;Noemi;Delgado;1520;0;500;0;0;500;0;0;500;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
6;Silvia;Lara;1400;0;300;0;0;1000;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
7;Eva ;Sayago;1350;0;250;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;250;0;250;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
8;Virginia;Aguilera;1250;0;375;0;0;125;0;0;0;0;0;0;0;0;0;750;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
9;Miriam;Carrasco Centenera;1225;0;175;0;0;0;0;0;300;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;250;0;0;0;;;;;;;;;;;;;;;;;
10;Noelia;Camacho;1200;0;0;600;0;300;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
11;Sonia;Vizcaino;1175;0;150;750;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;150;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
12;Ana Maria;Jimenez Galvez;1085;0;0;400;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;185;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
13;Linda;Lange;1000;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
14;Patricia;Pineda;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
15;Carmen;Aguilar;700;0;0;500;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
16;Meichsner;Reyes Ballesta;675;0;0;0;0;0;0;0;200;0;0;0;0;0;0;300;0;0;0;50;0;0;0;0;125;0;0;0;;;;;;;;;;;;;;;;;
17;Sofia;Garcia;650;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;150;0;0;0;400;0;0;0;0;0;;;;;;;;;;;;;;;;;
18;Sonia;Tellez Perea;600;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
19;Carmen Flores;Navarro  ;595;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;250;0;20;0;0;0;250;0;0;0;0;0;;;;;;;;;;;;;;;;;
20;Eco ;Gallardo Diaz;526;0;14;0;0;0;0;0;125;0;0;0;0;0;0;350;0;0;0;0;0;0;0;0;37;0;0;0;;;;;;;;;;;;;;;;;
21;Maria Angustias ;Perez Riscardo;525;0;0;0;200;0;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;;;;;;;;;;;;;;;;;
22;Yolanda;Luque Mejias;520;0;0;0;500;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
23;Noelia;Castillo Valle;435;0;0;0;0;250;0;0;0;0;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
24;Maria Del Carmen;Ramirez Vela;435;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;185;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
25;Monica;Izquierdo Garzon;435;0;0;0;0;0;0;150;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;0;0;;;;;;;;;;;;;;;;;
26;Natalia;Martinez Gomez;410;0;0;0;400;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
27;Hassania;Barrhouss;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
28;Sigrid;Averland;400;0;0;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
29;Maria Almudena;Martinez Garzon;400;0;0;0;0;0;0;0;0;0;0;250;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
30;Inmaculada;Alvarez Soto;375;0;0;0;0;0;0;0;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
